cell_line,compound,dose_uM,time_h,plate_id,well_id,feat_001,feat_002,feat_003,feat_004,feat_005,feat_006,feat_007,feat_008,feat_009,feat_010,feat_011,feat_012,feat_013,feat_014,feat_015,feat_016,feat_017,feat_018,feat_019,feat_020,feat_021,feat_022,feat_023,feat_024,feat_025,feat_026,feat_027,feat_028,feat_029,feat_030,feat_031,feat_032,feat_033,feat_034,feat_035,feat_036,feat_037,feat_038,feat_039,feat_040,feat_041,feat_042,feat_043,feat_044,feat_045,feat_046,feat_047,feat_048,feat_049,feat_050
A549,Nocodazole,0.0,24.0,plate_1,well_A549_Nocodazole_0.0_0,0.18083924900817816,-0.08358401765714411,0.2446022769503501,0.7307187752401086,-0.30643815405704655,-0.09573910773729641,0.7897269552899181,0.3020085014696353,-0.16881262612423553,0.36503703555563816,-0.39246483284312855,-0.30913735464174985,0.04406690080428724,-1.0506304324397855,-0.7795114320633415,-0.3005263784977667,-0.532867044298273,-0.043262570143038415,-0.3904702347396829,-0.8300776901529932,0.7388176474874099,-0.08515045644744862,0.169829961927827,-0.8432561330186397,-0.5741425778446738,0.07384624933030252,-0.395445670560066,0.3117436444667797,-0.27935340343193993,-0.19501049345984312,-0.22014104645096744,0.8287844722840221,0.040887164566654956,-0.4783084485612873,0.5172934468014825,-0.33445582109440336,0.1436733942202544,-1.0307314245106376,-0.6666504556684147,-0.07847697255435007,0.2997619768887994,0.044755896783674844,-0.11023298098757953,-0.1353163605912722,-0.8215029884219338,-0.2478190374649072,-0.23029867898807402,0.5276310809955952,0.13901967313293892,-0.8660010092954691
A549,Nocodazole,0.0,24.0,plate_2,well_A549_Nocodazole_0.0_1,0.3308669029723798,-0.15584517215668237,0.2580326201428206,0.7311423253263463,-0.25166377970898945,-0.19899426444674007,0.7419843203992298,0.47115628264772713,-0.2084810600672835,0.2906390129297368,-0.14661905018943389,-0.2466020556250681,0.16002762077590602,-0.9669622976221486,-0.8359226813165536,-0.3394196303816446,-0.7502972759948549,0.14369575007900653,-0.31173722415061156,-0.6135303104434866,0.8293641329198941,0.010724921937353957,0.042629861440105686,-0.6926425223661687,-0.33395655180602635,0.023854009252228067,-0.5139196737340372,0.3082374528897176,-0.31426397252750243,-0.19086580138177955,-0.30080051022903875,0.9862597671473804,-0.15113409398232114,-0.7584735597916737,0.35621877110243616,-0.732493067576927,0.05361777773764661,-0.994613093821635,-0.7094178653515166,0.2436773713816363,0.40190776645793724,0.11573157655606808,0.004396573210219933,-0.26443515957272135,-0.6353498164416869,-0.3674985328509003,-0.1632713237557725,0.4213753898054423,0.01643326818262425,-0.7997311118788641
A549,Nocodazole,0.0,24.0,plate_3,well_A549_Nocodazole_0.0_2,0.285998029115368,-0.15933730602134338,0.2368779609228768,0.8740584066454896,-0.2360178766484008,0.04719881685100609,0.6995443342889088,0.4475565571372927,-0.2675990405423745,0.33159876490121665,-0.2861202466176504,-0.24914416739235784,0.12507305332258917,-1.0568588679070463,-0.7883764817145038,-0.3324651212676449,-0.5292755517012138,0.057688728836785705,-0.7102454036401367,-0.7252546269276627,0.9740859266220686,-0.03442772145346544,0.03183806437052245,-0.7386631760275552,-0.2699447729813867,0.11017320637245404,-0.6935780702420359,0.2992811786397232,-0.22878121341527807,-0.07402830232584494,-0.25700573223372575,0.9281007580238678,0.060537511227715016,-0.46967405110381216,0.37586838495749214,-0.6677820022752012,0.11461742702857637,-0.824933046790369,-0.7880037320146054,-0.048321908640682254,0.38570937412135686,0.09077291078058705,-0.04048997475707944,-0.12615652800379437,-0.7615812206471942,-0.2109357603371461,-0.3904097833275453,0.44571141063143327,0.16148366876932596,-1.0458389587967836
A549,Nocodazole,0.1,24.0,plate_1,well_A549_Nocodazole_0.1_0,0.23015319676227547,0.09745502817471559,0.3256169956053659,0.7843569830212206,-0.24330093241131934,-0.17822521094977944,0.751341839839932,0.3530403114558849,-0.10620445753137242,0.3271269943007081,-0.34287378929996104,-0.20811479678270528,0.170985079774361,-0.8424001652515407,-0.704211051014863,-0.38262193777996883,-0.5875701435497709,0.03131311580916471,-0.4774820082923713,-0.6591205506481347,0.831764870570832,-0.1215088694092147,0.0020081302717824615,-0.697130369284797,-0.35571217809867084,0.26427965056629366,-0.7358707973715028,0.20665356727185247,-0.0982283051972555,-0.1450249093229314,-0.3201961265391881,0.8899133348193987,-0.025006381483829672,-0.3912698114553712,0.1904187179315311,-0.4568994890479739,-0.03771100205215218,-1.0063202502536834,-0.7072412172766062,0.1574366008533776,0.20970004016858265,0.13216450639085467,0.14502151785702155,-0.2866221896447912,-0.72016779218277,-0.42574705020884973,-0.18773991555921118,0.5301682901996685,0.1076035756100192,-0.8329926735790819
A549,Nocodazole,0.1,24.0,plate_2,well_A549_Nocodazole_0.1_1,0.4281734481841569,-0.08778236757081609,0.3955041409905879,0.6319595966622358,-0.21292809357586218,-0.06934844235779397,0.9372730807259222,0.4203731560100743,-0.2656746400840647,0.271287028770531,-0.3567687670032296,-0.17231374199036908,0.20939621115702342,-1.0016241023869754,-0.9092693344476506,-0.2545246956319771,-0.5501563660327966,0.1504576402380441,-0.24410784346502162,-0.7304589581673677,0.6971974037097995,-0.17866794760847837,0.10841207974726053,-0.7304285858314813,-0.33713519176781115,0.18745618162411753,-0.43314439420833317,0.1281371528084095,-0.4872429222562811,-0.04495352479523898,-0.36965520561503906,1.0047204370167182,-0.20397759507877247,-0.4392949250930933,0.2904877161364037,-0.537166447270954,0.10611201997650575,-1.0750489592699064,-0.705020406539418,0.1672131195719757,0.38010192066848086,0.14438853782990882,0.14023461397988485,-0.3067289503566153,-0.5774171514469473,-0.34911323867686755,-0.3202070410108276,0.39522214988419424,0.1528402274367468,-0.7896148908737434
A549,Nocodazole,0.1,24.0,plate_3,well_A549_Nocodazole_0.1_2,0.23498372516772917,0.08242350462664853,0.1784107777706138,0.7600779976647467,-0.24252380033537319,-0.08022588188333493,0.8775502168820557,0.342735641763403,-0.4947902226944627,0.29125270290784505,-0.18805413843290694,-0.19233579912973603,0.2447411241068979,-1.0635204370685722,-0.7942435091266554,-0.16186176734938446,-0.6843431508293888,0.18903608429252408,-0.5044980054824403,-0.7139086554029327,0.7677990672657554,-0.16263662345631766,-0.03357792531889433,-0.7088909267608685,-0.38092248182194877,-0.053256734491702235,-0.5071673663640466,0.07330010586641442,-0.23395767702929826,-0.09944576449353608,-0.47377289591809835,0.857901411866876,0.11244372699714837,-0.6266712120369924,0.365164482833543,-0.5640367698524168,0.18302376412112187,-1.0048089059346916,-0.7240677947159041,0.24081826004615642,0.5434024417367154,0.18383304486083993,-0.048877630215161304,-0.23113136134960277,-0.8221828495994662,-0.3072974219026131,-0.18848881408964638,0.6684133717527362,0.23679727576806409,-1.0320879322421712
A549,Nocodazole,0.5,24.0,plate_1,well_A549_Nocodazole_0.5_0,0.3389639465512238,-0.158555564070566,0.2779950929077464,0.7811559877927805,0.07758916858792167,0.2052317735866625,0.8327071323479369,0.39121400144421614,-0.17259776163551308,0.36188229617569073,-0.2642272576214048,-0.050994302026349636,0.14827582498497144,-0.9015572049892959,-0.7912951716092342,-0.23824806500933177,-0.4241451417009343,0.0941537239134597,-0.5114458503933325,-0.80683900969858,0.7816580848703909,-0.05918699033202894,0.08493791140475522,-0.5433226283943272,-0.2729048932574934,0.11913886631390173,-0.6754180695819503,0.15693495563051724,-0.23712453664327185,-0.05758757981052512,-0.3382444530376116,0.9076281507883672,-0.16369239741277702,-0.5574629123512451,0.5081527522957965,-0.5486798357883981,0.1604642044572243,-0.9706107586060294,-0.6686645950456552,0.03595221178952801,0.44570162196267293,0.13398748057849647,0.0011597074701641327,-0.19732765545770614,-0.9517036941001602,-0.24140201072584622,-0.27842133873644165,0.4350277801641345,0.23981537796492453,-0.9268501403976186
A549,Nocodazole,0.5,24.0,plate_2,well_A549_Nocodazole_0.5_1,0.33976282318359413,0.0029510936185450434,0.38474915242302926,0.6195403960475576,-0.0007831818518347078,-0.079635028890488,0.7351071125096983,0.42387251005048,-0.4036718497734001,0.3139820347363742,-0.3350976458838928,-0.36578246620193533,-0.026967169555957876,-0.8400626763994429,-0.9208139361839592,-0.1270339550791274,-0.5616193380531254,-0.01485675319114263,-0.5672681189935953,-0.5732424244007166,0.7221181440147015,-0.19190937033230046,0.05516244737484541,-0.6605935981123264,-0.16060540978434268,0.19711462374394306,-0.6022248465469274,0.06304015726975348,-0.3480248285121772,-0.1164697402265509,-0.4052236508922545,0.8190729844846696,0.022473765410292473,-0.5266252274276293,0.4223941354849765,-0.6820498708690617,0.0873575608985266,-1.0680114417509559,-0.5803510697959942,0.20550925920924798,0.19119999371861007,-0.0010608998796835384,-0.1976951028381237,-0.2097265646316379,-0.7447131990920719,-0.4960818038710688,-0.3227235744481325,0.42090961936029675,0.19119421971341954,-0.8807144427020807
A549,Nocodazole,0.5,24.0,plate_3,well_A549_Nocodazole_0.5_2,0.1615954294452066,-0.041067414125184915,0.26172421164425497,0.7289704561350057,0.04536762863937896,0.028286023165161184,0.6420767027415588,0.4925069051041724,-0.14490867103440888,0.15829042471304527,-0.15028273069019954,-0.07672224577632658,0.01301426844138985,-1.0430817959998617,-0.7561214501303302,-0.25325719498821253,-0.4528915642239433,0.18993796420820172,-0.416546082905915,-0.8294707992325188,0.8424397324705131,-0.020121641440462995,0.016221550382763864,-0.7151195667104672,-0.42545604163016104,0.10369017635643396,-0.5090422377966044,0.18942582417802625,-0.19424297641279933,-0.17590551398283358,-0.25238716568183334,0.8128216421049623,-0.014260237832119882,-0.5391954180608678,0.441645228147912,-0.6431530302823905,0.09725037275193656,-0.8929834101799747,-0.7130473346322946,-0.05867338433699523,0.5507771703629616,0.23003559400860613,-0.17726844683967768,-0.07575339066642867,-0.7866668791681701,-0.3247685603681098,-0.20111518023425184,0.4978645765368144,0.0920909202148855,-0.9567029816373316
A549,Nocodazole,1.0,24.0,plate_1,well_A549_Nocodazole_1.0_0,0.10713905308676513,-0.1170133639706469,0.2917894736243706,0.6716504617691719,-0.06553451708834905,0.07010468502543915,0.6718577071308094,0.49543323034531395,-0.15522653589189558,0.32472513698901406,-0.22564892505676767,-0.15060854177949784,0.183783916212651,-1.0623570958980526,-0.7600008237153466,-0.1899087498248015,-0.5882645179593946,0.1566857291621485,-0.39113150508911965,-0.6953671341203821,0.8567263522191885,0.04124463172276163,-0.026486324604480277,-0.8450310007381047,-0.24233286168289495,0.11674912542658664,-0.5671374831689778,0.35968119230235207,-0.45580041422924766,-0.06516812695336108,-0.3886205255226705,1.0594834275221956,0.17497112767036588,-0.581396517751241,0.3829794740942959,-0.5101099784935788,0.08600257090029342,-0.9699366060395196,-0.6794989963564502,-0.08145409115734664,0.3902401812003099,0.03781191804011341,-0.07387774629308227,0.013625453004804416,-0.8550802681713345,-0.24866518971568546,-0.2589575845424799,0.47591552402043596,0.24628469715300302,-0.8683528638872293
